idx,x,y,z,nx,ny,nz,dx,dy,dz,seg_len,cumulative_len
244,0.551251,0.005283,0.389069,-0.039694,0.261309,-0.964439,-0.998822,-0.031182,0.037182,0.004003,0.962718
245,0.547140,0.005253,0.388606,-0.025752,0.258121,-0.965769,-0.999495,-0.019697,0.024923,0.004138,0.966855
246,0.542900,0.005074,0.388816,-0.011794,0.254878,-0.966901,-0.999874,-0.011105,0.011299,0.004249,0.971104
247,0.538719,0.004826,0.389365,0.002966,0.257005,-0.966406,-0.999985,-0.005174,-0.002001,0.004224,0.975328
248,0.534387,0.004771,0.389964,0.013669,0.256537,-0.966438,-0.999888,-0.001101,-0.014917,0.004374,0.979702
249,0.530063,0.004862,0.389579,0.024799,0.256038,-0.966349,-0.999605,0.002043,-0.028038,0.004342,0.984044
250,0.526069,0.004994,0.389031,0.034911,0.254870,-0.966345,-0.999132,0.004631,-0.041403,0.004034,0.988078
251,0.522123,0.004883,0.389231,0.045020,0.253676,-0.966241,-0.998482,0.006690,-0.054679,0.003952,0.992030
252,0.518099,0.004913,0.389199,0.066813,0.251242,-0.965615,-0.997673,0.010068,-0.067440,0.004025,0.996054
253,0.513880,0.005131,0.388725,0.073387,0.247984,-0.965981,-0.996804,0.013686,-0.078702,0.004251,1.000306
254,0.509846,0.005308,0.388023,0.079695,0.242978,-0.966752,-0.995849,0.016496,-0.089517,0.004098,1.004403
255,0.505868,0.005446,0.387243,0.141818,0.203978,-0.968649,-0.994882,0.018303,-0.099369,0.004056,1.008460
256,0.501711,0.005546,0.386655,0.141818,0.203978,-0.968649,-0.993978,0.019325,-0.107858,0.004200,1.012660
257,0.497564,0.005635,0.386094,0.127233,0.250027,-0.959843,-0.993130,0.017600,-0.115684,0.004186,1.016846
258,0.493337,0.005803,0.385578,0.127233,0.250027,-0.959843,-0.992262,0.012084,-0.123576,0.004262,1.021107
259,0.489182,0.005940,0.385029,0.136077,0.249731,-0.958706,-0.991325,0.005401,-0.131319,0.004193,1.025301
260,0.485067,0.006045,0.384463,0.144962,0.247401,-0.958008,-0.989830,0.021723,-0.140588,0.004155,1.029456
261,0.481108,0.006117,0.383883,0.144962,0.247401,-0.958008,-0.988930,0.019119,-0.147149,0.004002,1.033458
262,0.476781,0.006206,0.383230,0.146719,0.218455,-0.964754,-0.988084,-0.007639,-0.153729,0.004377,1.037835
263,0.472919,0.006054,0.382609,0.146719,0.218455,-0.964754,-0.985981,-0.048801,-0.159562,0.003914,1.041748
264,0.469698,0.005855,0.382084,0.141165,0.182023,-0.973108,-0.985180,-0.060703,-0.160420,0.003270,1.045018
