idx,x,y,z,nx,ny,nz,dx,dy,dz,seg_len,cumulative_len
456,0.502939,0.169437,0.501288,0.059545,0.030743,-0.997752,0.001398,0.999999,-0.000141,0.001490,0.668948
457,0.502958,0.170894,0.501043,0.060534,0.029030,-0.997744,0.001341,0.999999,-0.001031,0.001478,0.670426
458,0.502979,0.172338,0.500773,0.060223,0.028622,-0.997775,0.001337,0.999996,-0.002319,0.001469,0.671895
459,0.503000,0.173781,0.500504,0.060178,0.028407,-0.997783,0.001381,0.999993,-0.003584,0.001467,0.673363
460,0.503021,0.175221,0.500235,0.060117,0.026107,-0.997850,0.001408,0.999990,-0.004308,0.001466,0.674828
461,0.503053,0.177080,0.500017,0.058786,0.022580,-0.998015,0.001349,0.999991,-0.004119,0.001872,0.676700
462,0.503032,0.178505,0.500299,0.055816,0.020711,-0.998226,0.001215,0.999994,-0.003093,0.001453,0.678153
463,0.503009,0.179932,0.500582,0.052822,0.016504,-0.998468,0.001015,0.999998,-0.001474,0.001456,0.679608
464,0.502986,0.181364,0.500866,0.051745,0.014219,-0.998559,0.000734,0.999999,0.000966,0.001460,0.681068
465,0.502962,0.182795,0.501173,0.050678,0.017629,-0.998559,0.000400,0.999989,0.004580,0.001464,0.682532
466,0.502951,0.184282,0.501354,0.047485,0.018906,-0.998693,0.000024,0.999957,0.009301,0.001498,0.684030
467,0.502943,0.185771,0.501476,0.044291,0.020183,-0.998815,-0.000394,0.999888,0.014970,0.001494,0.685524
468,0.502935,0.187264,0.501598,0.041089,0.019619,-0.998963,-0.000853,0.999768,0.021535,0.001498,0.687022
469,0.502930,0.188756,0.501729,0.039492,0.021945,-0.998979,-0.001315,0.999594,0.028469,0.001498,0.688520
470,0.502921,0.190254,0.501822,0.037895,0.024271,-0.998987,-0.001730,0.999386,0.034981,0.001501,0.690021
471,0.502918,0.191722,0.501816,0.036297,0.026597,-0.998987,-0.002087,0.999164,0.040817,0.001468,0.691489
472,0.502916,0.193192,0.501810,0.034702,0.026827,-0.999038,-0.002323,0.998951,0.045731,0.001471,0.692959
473,0.502914,0.194666,0.501805,0.029503,0.024950,-0.999253,-0.002445,0.998762,0.049693,0.001474,0.694433
474,0.502914,0.196141,0.501841,0.024308,0.024338,-0.999408,-0.002508,0.998600,0.052836,0.001475,0.695908
475,0.502913,0.197623,0.501820,0.020778,0.025385,-0.999462,-0.002428,0.998486,0.054951,0.001483,0.697391
476,0.502913,0.199104,0.501794,0.017248,0.026432,-0.999502,-0.002221,0.998453,0.055555,0.001480,0.698871
477,0.502914,0.200583,0.501769,0.013709,0.028847,-0.999490,-0.001980,0.998507,0.054582,0.001480,0.700351
478,0.502903,0.202075,0.501791,0.010179,0.032110,-0.999432,-0.001698,0.998635,0.052205,0.001491,0.701842
479,0.502903,0.203559,0.501858,0.006653,0.035370,-0.999352,-0.001368,0.998815,0.048641,0.001486,0.703328
480,0.502904,0.205041,0.501939,0.005469,0.036318,-0.999325,-0.001025,0.999005,0.044591,0.001484,0.704813
481,0.502902,0.206521,0.502020,0.004289,0.039978,-0.999191,-0.000733,0.999169,0.040746,0.001482,0.706295
482,0.502890,0.208008,0.502124,0.002805,0.034344,-0.999406,-0.000472,0.999312,0.037073,0.001491,0.707786
483,0.502895,0.209472,0.502286,0.001323,0.028713,-0.999587,-0.000229,0.999437,0.033539,0.001472,0.709258
484,0.502895,0.210965,0.502332,0.002564,0.020380,-0.999789,-0.000004,0.999547,0.030111,0.001494,0.710752
485,0.502900,0.212449,0.502488,0.003837,0.016584,-0.999855,0.000227,0.999645,0.026640,0.001492,0.712244
486,0.502904,0.213930,0.502644,0.005609,0.012306,-0.999909,0.000425,0.999733,0.023120,0.001490,0.713734
487,0.502909,0.215409,0.502800,0.007353,0.011292,-0.999909,0.000605,0.999807,0.019659,0.001487,0.715221
488,0.502911,0.216903,0.502875,0.009097,0.010277,-0.999906,0.000810,0.999863,0.016525,0.001497,0.716717
489,0.502901,0.218373,0.502983,0.012913,0.007131,-0.999891,0.001014,0.999904,0.013803,0.001474,0.718191
490,0.502897,0.219848,0.503124,0.017082,0.005533,-0.999839,0.001204,0.999937,0.011175,0.001482,0.719673
491,0.502893,0.221322,0.503265,0.021251,0.006384,-0.999754,0.001392,0.999963,0.008486,0.001481,0.721153
492,0.502888,0.222840,0.503366,0.025423,0.007235,-0.999651,0.001589,0.999982,0.005750,0.001522,0.722675
493,0.502943,0.224379,0.503325,0.027265,0.010469,-0.999573,0.001655,0.999994,0.003008,0.001541,0.724215
494,0.502932,0.225849,0.503167,0.029108,0.013705,-0.999482,0.001354,0.999999,0.000216,0.001478,0.725694
495,0.502921,0.227321,0.503010,0.031667,0.014177,-0.999398,0.000395,0.999996,-0.002647,0.001480,0.727174
496,0.502915,0.228792,0.502852,0.034226,0.015680,-0.999291,-0.001533,0.999984,-0.005409,0.001480,0.728653
497,0.502916,0.230274,0.502774,0.033113,0.020830,-0.999235,-0.004761,0.999956,-0.008027,0.001484,0.730138
498,0.502921,0.231763,0.502698,0.031997,0.025983,-0.999150,-0.009633,0.999898,-0.010531,0.001490,0.731628
499,0.502925,0.233252,0.502622,0.032182,0.029835,-0.999037,-0.016491,0.999778,-0.013079,0.001491,0.733119
500,0.502934,0.234727,0.502456,0.032367,0.033227,-0.998924,-0.025784,0.999549,-0.015382,0.001485,0.734604
501,0.502944,0.236221,0.502335,0.034350,0.036616,-0.998739,-0.037888,0.999142,-0.016711,0.001498,0.736102
502,0.502946,0.237701,0.502284,0.036333,0.040006,-0.998539,-0.053127,0.998445,-0.016902,0.001481,0.737583
503,0.502949,0.239181,0.502234,0.039966,0.041733,-0.998329,-0.071885,0.997284,-0.016064,0.001481,0.739065
504,0.502972,0.240643,0.502151,0.043619,0.045801,-0.997998,-0.094386,0.995431,-0.014425,0.001464,0.740528
505,0.502992,0.242164,0.501983,0.045350,0.047949,-0.997820,-0.120739,0.992610,-0.012146,0.001531,0.742059
506,0.502982,0.243645,0.502043,0.044480,0.049291,-0.997794,-0.150948,0.988497,-0.009413,0.001482,0.743541
507,0.502973,0.245126,0.502102,0.043609,0.050634,-0.997765,-0.184973,0.982723,-0.006359,0.001483,0.745024
508,0.502965,0.246608,0.502162,0.042738,0.051977,-0.997733,-0.222754,0.974871,-0.002783,0.001483,0.746507
509,0.502986,0.248083,0.502118,0.041871,0.055165,-0.997599,-0.264205,0.964465,0.001558,0.001475,0.747983
510,0.502989,0.249579,0.502141,0.039393,0.056750,-0.997611,-0.309136,0.950995,0.006667,0.001496,0.749479
511,0.502905,0.250975,0.502167,0.038338,0.058018,-0.997579,-0.357213,0.933946,0.012010,0.001398,0.750877
512,0.502740,0.252283,0.502171,0.037283,0.059285,-0.997545,-0.408116,0.912771,0.017071,0.001319,0.752196
513,0.502454,0.253530,0.502212,0.036222,0.062652,-0.997378,-0.461478,0.886891,0.021488,0.001280,0.753476
514,0.502093,0.254655,0.502312,0.038023,0.068859,-0.996902,-0.516777,0.855759,0.024868,0.001185,0.754661
515,0.501656,0.255682,0.502325,0.038657,0.073912,-0.996515,-0.573393,0.818827,0.027254,0.001116,0.755777
516,0.501136,0.256641,0.502301,0.039289,0.078959,-0.996103,-0.630602,0.775567,0.028913,0.001092,0.756869
517,0.500471,0.257570,0.502285,0.039920,0.083999,-0.995666,-0.687539,0.725529,0.029973,0.001143,0.758012
518,0.499769,0.258330,0.502451,0.040565,0.087537,-0.995335,-0.743161,0.668425,0.030342,0.001048,0.759060
519,0.498980,0.259003,0.502603,0.040471,0.090340,-0.995088,-0.796290,0.604172,0.029970,0.001048,0.760108
520,0.498104,0.259591,0.502741,0.040377,0.093141,-0.994834,-0.845663,0.532941,0.028777,0.001064,0.761172
521,0.497142,0.260106,0.502803,0.037929,0.098232,-0.994441,-0.890027,0.455134,0.026543,0.001093,0.762265
522,0.496094,0.260536,0.502836,0.035496,0.100636,-0.994290,-0.928197,0.371355,0.023360,0.001133,0.763397
523,0.494959,0.260883,0.502848,0.033067,0.100650,-0.994372,-0.959090,0.282433,0.019415,0.001188,0.764585
524,0.493737,0.261146,0.502840,0.030638,0.100663,-0.994449,-0.981786,0.189398,0.015000,0.001250,0.765835
525,0.492429,0.261326,0.502810,0.025459,0.103332,-0.994321,-0.995570,0.093461,0.010274,0.001320,0.767155
526,0.491011,0.261403,0.502806,0.020267,0.101514,-0.994628,-0.999978,-0.003932,0.005306,0.001420,0.768575
527,0.489620,0.261303,0.502871,0.014409,0.100361,-0.994847,-0.994865,-0.101215,0.000298,0.001396,0.769972
528,0.488315,0.261118,0.502917,0.011044,0.100399,-0.994886,-0.980420,-0.196867,-0.004583,0.001319,0.771290
529,0.487097,0.260849,0.502945,0.007680,0.100436,-0.994914,-0.957131,-0.289514,-0.009081,0.001248,0.772538
530,0.485965,0.260495,0.502954,0.002245,0.102550,-0.994725,-0.925741,-0.377930,-0.013163,0.001186,0.773724
531,0.484919,0.260056,0.502961,-0.003186,0.102783,-0.994699,-0.887193,-0.461092,-0.016821,0.001134,0.774858
532,0.483961,0.259540,0.502884,-0.008613,0.099939,-0.994956,-0.842574,-0.538213,-0.019896,0.001091,0.775949
533,0.483089,0.258939,0.502795,-0.012197,0.098912,-0.995021,-0.793080,-0.608701,-0.022501,0.001063,0.777012
534,0.482304,0.258253,0.502693,-0.013462,0.095553,-0.995333,-0.739977,-0.672169,-0.024974,0.001048,0.778060
535,0.481599,0.257468,0.502614,-0.014726,0.092192,-0.995632,-0.684500,-0.728501,-0.027312,0.001058,0.779118
536,0.480986,0.256599,0.502556,-0.016022,0.089070,-0.995896,-0.627802,-0.777830,-0.029078,0.001064,0.780182
537,0.480460,0.255646,0.502485,-0.016804,0.086458,-0.996114,-0.570888,-0.820477,-0.030059,0.001091,0.781274
538,0.480021,0.254606,0.502403,-0.013913,0.080219,-0.996680,-0.514614,-0.856879,-0.030499,0.001132,0.782405
539,0.479663,0.253474,0.502319,-0.011019,0.073973,-0.997199,-0.459717,-0.887546,-0.030360,0.001190,0.783596
540,0.479401,0.252258,0.502261,-0.008123,0.067721,-0.997671,-0.406814,-0.913031,-0.029612,0.001245,0.784841
541,0.479226,0.250956,0.502191,-0.005225,0.064514,-0.997903,-0.356389,-0.933909,-0.028315,0.001316,0.786157
542,0.479137,0.249567,0.502109,-0.004122,0.061310,-0.998110,-0.308841,-0.950746,-0.026436,0.001394,0.787551
543,0.479138,0.248063,0.502044,-0.003019,0.058105,-0.998306,-0.264493,-0.964085,-0.024162,0.001505,0.789056
544,0.479144,0.246588,0.502094,-0.001916,0.054900,-0.998490,-0.223582,-0.974443,-0.021739,0.001477,0.790532
545,0.479149,0.245110,0.502144,-0.000347,0.051630,-0.998666,-0.186247,-0.982315,-0.019192,0.001478,0.792011
546,0.479154,0.243631,0.502194,0.001221,0.048360,-0.998829,-0.152591,-0.988151,-0.016550,0.001480,0.793490
547,0.479159,0.242149,0.502232,0.005381,0.045899,-0.998932,-0.122715,-0.992345,-0.013890,0.001483,0.794973
548,0.479151,0.240662,0.502257,0.009540,0.043436,-0.999011,-0.096647,-0.995255,-0.011284,0.001487,0.796460
549,0.479148,0.239182,0.502193,0.014791,0.039870,-0.999095,-0.074351,-0.997194,-0.008753,0.001481,0.797941
550,0.479145,0.237703,0.502130,0.017355,0.035139,-0.999232,-0.055744,-0.998423,-0.006579,0.001480,0.799422
551,0.479142,0.236225,0.502067,0.019917,0.030409,-0.999339,-0.040588,-0.999163,-0.005154,0.001480,0.800902
552,0.479139,0.234729,0.502082,0.021059,0.025992,-0.999440,-0.028545,-0.999582,-0.004576,0.001496,0.802398
553,0.479145,0.233251,0.502102,0.022199,0.021577,-0.999521,-0.019248,-0.999804,-0.004674,0.001478,0.803876
554,0.479141,0.231764,0.502116,0.023286,0.020625,-0.999516,-0.012309,-0.999911,-0.005084,0.001487,0.805363
555,0.479138,0.230277,0.502129,0.024373,0.019674,-0.999509,-0.007353,-0.999958,-0.005529,0.001487,0.806849
556,0.479133,0.228784,0.502147,0.026619,0.019865,-0.999448,-0.004001,-0.999974,-0.005958,0.001494,0.808343
557,0.479122,0.227308,0.502254,0.028864,0.020056,-0.999382,-0.001900,-0.999977,-0.006524,0.001480,0.809823
558,0.479110,0.225829,0.502347,0.031108,0.020881,-0.999298,-0.000712,-0.999973,-0.007332,0.001482,0.811305
559,0.479099,0.224350,0.502440,0.033352,0.021844,-0.999205,-0.000130,-0.999964,-0.008456,0.001482,0.812786
560,0.479088,0.222872,0.502533,0.036334,0.023544,-0.999062,0.000102,-0.999950,-0.010010,0.001481,0.814268
561,0.479087,0.221348,0.502508,0.039316,0.025243,-0.998908,0.000232,-0.999928,-0.012019,0.001524,0.815792
562,0.479095,0.219869,0.502417,0.043517,0.025726,-0.998721,0.000392,-0.999897,-0.014381,0.001482,0.817274
563,0.479102,0.218389,0.502326,0.047717,0.026012,-0.998522,0.000612,-0.999855,-0.017017,0.001482,0.818756
564,0.479110,0.216910,0.502235,0.051916,0.028698,-0.998239,0.000924,-0.999796,-0.020159,0.001482,0.820238
565,0.479116,0.215430,0.502159,0.056112,0.031383,-0.997931,0.001320,-0.999713,-0.023927,0.001483,0.821721
566,0.479126,0.213945,0.502072,0.060305,0.034065,-0.997599,0.001761,-0.999599,-0.028250,0.001487,0.823207
567,0.479134,0.212461,0.501985,0.065169,0.033032,-0.997327,0.002229,-0.999449,-0.033121,0.001487,0.824695
568,0.479142,0.210976,0.501898,0.070686,0.031329,-0.997006,0.002703,-0.999265,-0.038250,0.001488,0.826182
569,0.479152,0.209483,0.501835,0.073739,0.028421,-0.996873,0.003161,-0.999063,-0.043166,0.001494,0.827677
570,0.479141,0.207997,0.501795,0.076790,0.025512,-0.996721,0.003566,-0.998869,-0.047420,0.001486,0.829163
571,0.479140,0.206523,0.501844,0.078733,0.023706,-0.996614,0.003893,-0.998704,-0.050739,0.001475,0.830638
572,0.479138,0.205050,0.501894,0.080672,0.023569,-0.996462,0.004142,-0.998581,-0.053096,0.001474,0.832112
573,0.479137,0.203578,0.501944,0.082599,0.026533,-0.996230,0.004310,-0.998505,-0.054496,0.001473,0.833585
574,0.479144,0.202051,0.501892,0.082710,0.027669,-0.996189,0.004414,-0.998470,-0.055113,0.001528,0.835112
575,0.479155,0.200579,0.501733,0.084389,0.027228,-0.996061,0.004435,-0.998475,-0.055023,0.001481,0.836593
576,0.479166,0.199107,0.501574,0.086065,0.028260,-0.995889,0.004361,-0.998516,-0.054276,0.001481,0.838074
577,0.479178,0.197635,0.501415,0.087104,0.030486,-0.995733,0.004230,-0.998584,-0.053025,0.001481,0.839554
578,0.479190,0.196159,0.501253,0.087636,0.032201,-0.995632,0.004047,-0.998672,-0.051352,0.001485,0.841039
579,0.479204,0.194681,0.501055,0.088167,0.033915,-0.995528,0.003812,-0.998769,-0.049467,0.001491,0.842530
580,0.479218,0.193204,0.500856,0.088672,0.039981,-0.995258,0.003547,-0.998855,-0.047710,0.001490,0.844020
581,0.479231,0.191729,0.500658,0.086767,0.043683,-0.995270,0.003277,-0.998922,-0.046305,0.001489,0.845510
582,0.479256,0.190239,0.500475,0.084872,0.044338,-0.995405,0.003033,-0.998973,-0.045208,0.001501,0.847011
583,0.479263,0.188756,0.500358,0.082977,0.044993,-0.995535,0.002819,-0.999006,-0.044486,0.001488,0.848498
584,0.479271,0.187277,0.500246,0.081081,0.045648,-0.995662,0.002619,-0.999019,-0.044209,0.001483,0.849981
585,0.479279,0.185798,0.500133,0.079219,0.040307,-0.996042,0.002407,-0.999023,-0.044119,0.001483,0.851465
586,0.479288,0.184319,0.500021,0.076886,0.035027,-0.996424,0.002175,-0.999029,-0.043998,0.001483,0.852948
587,0.479302,0.182774,0.499997,0.074548,0.029741,-0.996774,0.001922,-0.999055,-0.043420,0.001546,0.854494
588,0.479289,0.181300,0.500109,0.072205,0.024450,-0.997090,0.001628,-0.999120,-0.041910,0.001477,0.855971
589,0.479275,0.179824,0.500220,0.068375,0.019932,-0.997461,0.001277,-0.999227,-0.039281,0.001481,0.857452
590,0.479263,0.178345,0.500333,0.064017,0.017090,-0.997802,0.000886,-0.999367,-0.035567,0.001483,0.858935
591,0.479260,0.176856,0.500416,0.062345,0.015405,-0.997936,0.000478,-0.999522,-0.030920,0.001492,0.860427
592,0.479264,0.175365,0.500371,0.060673,0.013719,-0.998063,0.000073,-0.999673,-0.025565,0.001492,0.861918
593,0.479262,0.173883,0.500315,0.058999,0.012032,-0.998186,-0.000325,-0.999805,-0.019741,0.001483,0.863402
594,0.479260,0.172400,0.500260,0.056452,0.013255,-0.998317,-0.000726,-0.999909,-0.013481,0.001483,0.864885
595,0.479253,0.170922,0.500209,0.053954,0.011008,-0.998483,-0.001102,-0.999975,-0.006945,0.001479,0.866364
596,0.479242,0.169447,0.500204,0.051455,0.008760,-0.998637,-0.001397,-0.999999,-0.000624,0.001475,0.867840
597,0.479236,0.167958,0.500191,0.048955,0.006512,-0.998780,-0.001605,-0.999985,0.005221,0.001489,0.869328
598,0.479230,0.166469,0.500180,0.046471,0.006773,-0.998897,-0.001748,-0.999946,0.010263,0.001489,0.870817
599,0.479225,0.164982,0.500169,0.043987,0.006399,-0.999012,-0.001836,-0.999896,0.014272,0.001487,0.872304
600,0.479227,0.163486,0.500126,0.041502,0.006026,-0.999120,-0.001859,-0.999850,0.017199,0.001497,0.873801
601,0.479231,0.162021,0.499934,0.039016,0.005652,-0.999223,-0.001823,-0.999818,0.018973,0.001478,0.875279
602,0.479230,0.160548,0.499804,0.040577,0.005276,-0.999163,-0.001756,-0.999805,0.019666,0.001479,0.876757
603,0.479229,0.159077,0.499674,0.040252,0.005460,-0.999175,-0.001653,-0.999812,0.019314,0.001477,0.878234
604,0.479225,0.157611,0.499544,0.039927,0.005840,-0.999186,-0.001519,-0.999836,0.018053,0.001471,0.879706
605,0.479217,0.155980,0.499689,0.039601,0.006221,-0.999196,-0.001342,-0.999870,0.016039,0.001637,0.881343
606,0.479210,0.154524,0.499922,0.039276,0.006601,-0.999207,-0.001144,-0.999909,0.013431,0.001475,0.882818
607,0.479203,0.153067,0.500154,0.038016,0.007158,-0.999251,-0.000996,-0.999942,0.010694,0.001475,0.884293
608,0.479196,0.151611,0.500387,0.036086,0.011446,-0.999283,-0.000905,-0.999965,0.008265,0.001475,0.885768
609,0.479196,0.150133,0.500560,0.034156,0.015733,-0.999293,-0.000837,-0.999981,0.006152,0.001488,0.887256
610,0.479196,0.148649,0.500719,0.032225,0.020019,-0.999280,-0.000768,-0.999991,0.004074,0.001492,0.888748
611,0.479198,0.147168,0.500872,0.030295,0.023719,-0.999260,-0.000691,-0.999998,0.001999,0.001489,0.890237
612,0.479200,0.145687,0.501025,0.028013,0.024855,-0.999299,-0.000593,-1.000000,-0.000241,0.001488,0.891726
613,0.479200,0.144207,0.501178,0.025732,0.024317,-0.999373,-0.000478,-0.999995,-0.002970,0.001488,0.893214
614,0.479214,0.142679,0.501136,0.023451,0.023779,-0.999442,-0.000396,-0.999981,-0.006122,0.001529,0.894742
615,0.479213,0.141207,0.501113,0.021171,0.023241,-0.999506,-0.000350,-0.999953,-0.009670,0.001473,0.896215
616,0.479214,0.139732,0.501089,0.017324,0.021700,-0.999614,-0.000329,-0.999908,-0.013559,0.001475,0.897690
617,0.479217,0.138255,0.501065,0.013478,0.018679,-0.999735,-0.000346,-0.999845,-0.017582,0.001477,0.899167
618,0.479217,0.136749,0.500953,0.010263,0.016299,-0.999814,-0.000380,-0.999767,-0.021583,0.001510,0.900677
619,0.479214,0.135284,0.500779,0.005418,0.015548,-0.999864,-0.000419,-0.999673,-0.025584,0.001476,0.902153
620,0.479211,0.133816,0.500604,0.000197,0.015535,-0.999879,-0.000468,-0.999560,-0.029648,0.001478,0.903631
621,0.479210,0.132346,0.500429,-0.004974,0.011159,-0.999925,-0.000533,-0.999440,-0.033458,0.001480,0.905111
622,0.479206,0.130858,0.500381,-0.007746,0.009154,-0.999928,-0.000607,-0.999315,-0.037003,0.001488,0.906600
623,0.479213,0.129385,0.500231,-0.010517,0.007149,-0.999919,-0.000693,-0.999194,-0.040126,0.001481,0.908081
624,0.479212,0.127903,0.500094,-0.013281,0.007132,-0.999886,-0.000795,-0.999099,-0.042426,0.001488,0.909569
625,0.479211,0.126422,0.499958,-0.016044,0.007115,-0.999846,-0.000879,-0.999040,-0.043801,0.001488,0.911056
626,0.479210,0.124941,0.499822,-0.018800,0.013127,-0.999737,-0.000934,-0.999021,-0.044235,0.001488,0.912544
627,0.479210,0.123457,0.499647,-0.021554,0.019135,-0.999585,-0.000988,-0.999036,-0.043888,0.001494,0.914038
628,0.479211,0.121972,0.499500,-0.020730,0.021563,-0.999553,-0.001043,-0.999076,-0.042967,0.001492,0.915530
629,0.479214,0.120488,0.499353,-0.019904,0.024680,-0.999497,-0.001093,-0.999124,-0.041844,0.001491,0.917021
630,0.479218,0.119006,0.499207,-0.017599,0.027021,-0.999480,-0.001091,-0.999172,-0.040665,0.001489,0.918510
631,0.479217,0.117519,0.499072,-0.015876,0.028790,-0.999459,-0.001024,-0.999235,-0.039102,0.001493,0.920003
632,0.479190,0.116013,0.499033,-0.014153,0.030558,-0.999433,-0.000932,-0.999305,-0.037266,0.001507,0.921511
633,0.479184,0.114526,0.499011,-0.013005,0.032294,-0.999394,-0.000827,-0.999379,-0.035213,0.001487,0.922998
634,0.479178,0.113039,0.498988,-0.010700,0.035190,-0.999323,-0.000722,-0.999465,-0.032711,0.001487,0.924485
635,0.479171,0.111551,0.498965,-0.007531,0.035187,-0.999352,-0.000611,-0.999557,-0.029763,0.001488,0.925973
636,0.479167,0.110044,0.499099,-0.004361,0.035184,-0.999371,-0.000494,-0.999646,-0.026583,0.001513,0.927485
637,0.479162,0.108572,0.499232,-0.001194,0.033337,-0.999443,-0.000371,-0.999727,-0.023383,0.001478,0.928964
638,0.479157,0.107099,0.499365,0.001974,0.031488,-0.999502,-0.000222,-0.999797,-0.020125,0.001479,0.930443
639,0.479167,0.105609,0.499491,0.005132,0.027133,-0.999619,-0.000010,-0.999859,-0.016819,0.001495,0.931938
640,0.479171,0.104108,0.499487,0.008290,0.022777,-0.999706,0.000247,-0.999911,-0.013308,0.001501,0.933439
641,0.479175,0.102621,0.499477,0.010317,0.019550,-0.999756,0.000466,-0.999954,-0.009533,0.001487,0.934927
642,0.479178,0.101133,0.499468,0.012343,0.017435,-0.999772,0.000639,-0.999983,-0.005825,0.001487,0.936414
643,0.479180,0.099646,0.499458,0.010330,0.015322,-0.999829,0.000809,-0.999997,-0.002503,0.001487,0.937901
644,0.479180,0.098155,0.499421,0.008975,0.013867,-0.999864,0.000986,-1.000000,0.000112,0.001492,0.939393
645,0.479170,0.096688,0.499292,0.007621,0.012413,-0.999894,0.001171,-0.999998,0.001822,0.001473,0.940866
646,0.479162,0.095221,0.499164,0.007600,0.011242,-0.999908,0.001344,-0.999996,0.002618,0.001472,0.942338
647,0.479156,0.093752,0.499035,0.007579,0.010072,-0.999921,0.001489,-0.999995,0.002775,0.001474,0.943812
648,0.479197,0.092236,0.498971,0.008490,0.008726,-0.999926,0.001612,-0.999995,0.002570,0.001518,0.945330
649,0.479202,0.090758,0.499024,0.009400,0.007381,-0.999929,0.001711,-0.999997,0.002013,0.001479,0.946809
650,0.479206,0.089273,0.499069,0.011084,0.005256,-0.999925,0.001771,-0.999998,0.001162,0.001486,0.948295
651,0.479211,0.087788,0.499114,0.012750,-0.000091,-0.999919,0.001809,-0.999998,0.000050,0.001486,0.949781
652,0.479215,0.086303,0.499159,0.014415,-0.004858,-0.999884,0.001888,-0.999997,-0.001263,0.001485,0.951266
653,0.479220,0.084816,0.499187,0.017537,-0.008175,-0.999813,0.001989,-0.999995,-0.002398,0.001488,0.952754
654,0.479227,0.083328,0.499171,0.015708,-0.006541,-0.999855,0.002059,-0.999994,-0.002879,0.001488,0.954242
655,0.479236,0.081840,0.499148,0.013871,-0.007800,-0.999873,0.002029,-0.999995,-0.002431,0.001488,0.955730
656,0.479246,0.080352,0.499125,0.012645,-0.008442,-0.999884,0.001936,-0.999997,-0.001123,0.001489,0.957219
657,0.479247,0.078864,0.499107,0.011417,-0.006499,-0.999914,0.001850,-0.999998,0.000667,0.001488,0.958707
658,0.479241,0.077387,0.499195,0.010188,-0.004557,-0.999938,0.001752,-0.999995,0.002587,0.001479,0.960186
659,0.479235,0.075910,0.499283,0.008972,-0.005129,-0.999947,0.001642,-0.999989,0.004493,0.001479,0.961665
660,0.479229,0.074434,0.499371,0.010193,-0.006521,-0.999927,0.001511,-0.999978,0.006413,0.001479,0.963144
661,0.479234,0.072949,0.499447,0.011790,-0.008650,-0.999893,0.001347,-0.999963,0.008509,0.001488,0.964632
662,0.479238,0.071458,0.499424,0.013386,-0.010778,-0.999852,0.001150,-0.999939,0.010963,0.001491,0.966123
663,0.479239,0.069971,0.499376,0.014983,-0.012905,-0.999804,0.000898,-0.999905,0.013721,0.001487,0.967610
664,0.479239,0.068486,0.499329,0.016857,-0.013589,-0.999766,0.000614,-0.999866,0.016372,0.001486,0.969096
665,0.479239,0.067003,0.499281,0.018720,-0.016256,-0.999693,0.000367,-0.999829,0.018509,0.001484,0.970580
666,0.479238,0.065524,0.499274,0.020581,-0.018920,-0.999609,0.000217,-0.999800,0.019993,0.001479,0.972059
667,0.479244,0.064047,0.499209,0.022441,-0.021583,-0.999515,0.000123,-0.999781,0.020941,0.001479,0.973537
668,0.479249,0.062569,0.499145,0.024301,-0.023107,-0.999438,0.000023,-0.999764,0.021717,0.001480,0.975017
669,0.479255,0.061090,0.499081,0.022599,-0.021068,-0.999523,-0.000059,-0.999744,0.022642,0.001480,0.976497
670,0.479272,0.059597,0.499037,0.020896,-0.019720,-0.999587,-0.000124,-0.999717,0.023772,0.001494,0.977991
671,0.479258,0.058082,0.499192,0.019192,-0.018372,-0.999647,-0.000171,-0.999687,0.025037,0.001523,0.979514
672,0.479242,0.056616,0.499368,0.018397,-0.017932,-0.999670,-0.000193,-0.999654,0.026286,0.001476,0.980990
673,0.479228,0.055150,0.499545,0.017603,-0.014581,-0.999739,-0.000196,-0.999628,0.027255,0.001477,0.982467
674,0.479251,0.053648,0.499722,0.017382,-0.011199,-0.999786,-0.000204,-0.999611,0.027876,0.001513,0.983980
675,0.479242,0.052184,0.499683,0.016004,-0.008974,-0.999832,-0.000233,-0.999605,0.028118,0.001464,0.985444
676,0.479236,0.050697,0.499702,0.014739,-0.006860,-0.999868,-0.000291,-0.999610,0.027938,0.001487,0.986932
677,0.479231,0.049212,0.499719,0.013473,-0.005065,-0.999896,-0.000394,-0.999622,0.027487,0.001485,0.988417
678,0.479226,0.047726,0.499735,0.012210,-0.001423,-0.999924,-0.000511,-0.999646,0.026605,0.001485,0.989902
679,0.479220,0.046229,0.499764,0.010946,0.002220,-0.999938,-0.000589,-0.999685,0.025077,0.001498,0.991400
680,0.479225,0.044756,0.499906,0.009682,0.005862,-0.999936,-0.000618,-0.999741,0.022763,0.001479,0.992880
681,0.479227,0.043277,0.500025,0.008592,0.007759,-0.999933,-0.000649,-0.999809,0.019554,0.001484,0.994364
682,0.479231,0.041797,0.500145,0.008632,0.008527,-0.999926,-0.000692,-0.999875,0.015765,0.001484,0.995848
683,0.479236,0.040317,0.500264,0.008671,0.008183,-0.999929,-0.000710,-0.999932,0.011674,0.001485,0.997333
684,0.479234,0.038826,0.500334,0.008711,0.007839,-0.999931,-0.000710,-0.999972,0.007389,0.001493,0.998826
685,0.479233,0.037335,0.500367,0.009546,0.006699,-0.999932,-0.000677,-0.999995,0.002970,0.001490,1.000317
686,0.479233,0.035846,0.500399,0.010381,0.005564,-0.999931,-0.000604,-0.999999,-0.001534,0.001489,1.001806
687,0.479232,0.034358,0.500431,0.009882,0.004144,-0.999943,-0.000513,-0.999981,-0.006081,0.001488,1.003294
